Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Service Support,Army National Guard,Female,1219,1295,900,1121,233,975,172,973,802,1530,820,207,54.2,1.509
Combat Service Support,Regular Army,Female,1299,1363,862,1165,239,1057,171,994,827,1633,739,180,59.3,1.582
Combat Service Support,Regular Army,Female,1190,1242,909,1039,214,934,160,963,804,1424,789,186,49.7,1.465
Combat Support,Regular Army,Female,1265,1308,913,1135,241,968,164,955,836,1521,733,177,52.6,1.545
Combat Service Support,Regular Army,Female,1207,1268,825,1059,228,931,163,902,800,1454,740,169,48,1.475
Combat Service Support,Regular Army,Female,1342,1414,951,1165,246,1070,183,1025,832,1698,808,199,55.7,1.633
Combat Service Support,Regular Army,Female,1327,1406,976,1188,241,1071,175,1085,857,1631,967,229,72.4,1.631
Combat Service Support,Regular Army,Female,1345,1387,945,1183,252,1028,178,1020,882,1625,909,223,66.1,1.626
Combat Service Support,Regular Army,Female,1250,1319,1057,1102,240,1021,175,1167,808,1586,962,240,79.4,1.533
Combat Service Support,Army Reserve,Female,1264,1313,904,1121,223,984,165,955,824,1527,834,200,57.2,1.553
Combat Service Support,Army Reserve,Female,1445,1503,946,1281,274,1130,197,1108,886,1794,948,223,78.5,1.752
Combat Service Support,Army Reserve,Female,1328,1376,976,1179,247,1023,182,1020,864,1625,848,192,67.6,1.618
Combat Service Support,Army Reserve,Female,1337,1387,887,1176,247,1003,178,961,867,1628,721,173,53,1.634
Combat Service Support,Regular Army,Female,1361,1426,991,1229,257,1050,185,997,914,1659,865,205,77.7,1.689
Combat Service Support,Army Reserve,Female,1261,1323,877,1100,228,997,168,937,809,1535,793,197,52.4,1.534
Combat Service Support,Regular Army,Female,1327,1397,900,1197,252,1067,187,1040,856,1668,731,176,60.1,1.629
Combat Service Support,Regular Army,Female,1332,1402,893,1205,237,1007,168,981,865,1578,750,195,55.9,1.628
Combat Service Support,Regular Army,Female,1308,1363,845,1147,251,1001,176,970,868,1651,744,182,53,1.603
Combat Service Support,Army Reserve,Female,1253,1305,880,1111,238,980,170,970,838,1499,780,171,57.8,1.547
Combat Service Support,Army National Guard,Female,1288,1349,1010,1135,237,1006,167,980,840,1591,860,203,64.4,1.585
Combat Service Support,Army National Guard,Female,1364,1419,1016,1200,243,1073,176,1032,837,1664,900,212,69.3,1.638
Combat Service Support,Army National Guard,Female,1458,1531,1033,1276,267,1138,196,1137,912,1832,955,233,84.9,1.754
Combat Service Support,Army Reserve,Female,1320,1373,895,1176,244,1003,173,994,899,1604,753,169,60.7,1.623
Combat Service Support,Regular Army,Female,1329,1386,919,1190,247,1039,177,990,850,1650,825,195,62.3,1.614
Combat Service Support,Regular Army,Female,1384,1458,870,1222,260,1035,195,1011,892,1692,774,190,60.1,1.676
Combat Service Support,Regular Army,Female,1277,1347,825,1142,242,997,185,963,817,1601,679,175,51.6,1.56
Combat Service Support,Regular Army,Female,1357,1400,792,1213,244,1024,174,929,851,1599,716,160,50.5,1.637
Combat Service Support,Regular Army,Female,1256,1320,892,1121,215,983,161,929,830,1514,699,169,53.2,1.542
Combat Service Support,Army National Guard,Female,1244,1312,904,1104,228,967,165,1004,843,1566,814,190,56.6,1.536
Combat Arms,Army National Guard,Female,1313,1375,945,1143,252,1025,185,1064,857,1718,853,220,73.2,1.613
Combat Service Support,Army National Guard,Female,1324,1385,908,1151,243,1008,168,969,827,1601,783,194,57.6,1.595
Combat Support,Regular Army,Female,1334,1410,1005,1190,245,1055,184,1100,877,1685,860,208,80.7,1.659
Combat Service Support,Army National Guard,Female,1281,1344,895,1123,238,1013,179,977,834,1569,750,183,62.2,1.564
Combat Service Support,Regular Army,Female,1397,1455,1014,1241,262,1075,183,1038,877,1653,960,244,72.6,1.686
Combat Service Support,Army National Guard,Female,1371,1430,978,1197,240,1045,189,1012,914,1661,873,205,71.1,1.678
Combat Service Support,Regular Army,Female,1268,1348,975,1123,233,1028,172,1021,814,1592,923,248,57.2,1.573
Combat Service Support,Regular Army,Female,1305,1361,889,1171,235,998,173,980,858,1586,791,186,62.3,1.589
Combat Service Support,Army National Guard,Female,1324,1402,884,1166,248,992,193,1024,868,1672,771,178,60.2,1.621
Combat Service Support,Regular Army,Female,1385,1437,1135,1192,254,1090,185,1072,862,1738,983,265,80.5,1.679
Combat Service Support,Regular Army,Female,1306,1388,914,1135,236,1024,176,938,837,1582,787,186,56.1,1.598
Combat Service Support,Regular Army,Female,1422,1466,766,1286,256,1123,190,952,872,1738,657,176,52,1.713
Combat Arms,Regular Army,Female,1239,1322,880,1096,225,1002,170,990,833,1578,781,189,57.8,1.55
Combat Service Support,Army National Guard,Female,1278,1364,834,1160,240,1016,188,1015,813,1698,740,173,58,1.583
Combat Service Support,Regular Army,Female,1273,1325,834,1146,233,982,168,946,832,1513,819,188,61.2,1.54
Combat Service Support,Regular Army,Female,1254,1313,936,1080,234,973,179,965,838,1528,805,203,58.5,1.541
Combat Service Support,Regular Army,Female,1330,1384,1052,1145,243,1029,190,1050,891,1627,1010,253,87.5,1.622
Combat Service Support,Regular Army,Female,1503,1553,1015,1294,258,1166,198,1070,939,1782,905,219,77.3,1.793
Combat Support,Regular Army,Female,1401,1467,1026,1223,264,1135,203,1076,875,1815,920,233,75.5,1.713
Combat Service Support,Regular Army,Female,1320,1372,1043,1151,240,1026,175,1013,866,1584,924,223,67.8,1.603
Combat Support,Regular Army,Female,1430,1477,1062,1236,265,1117,203,1097,879,1777,1003,293,88.8,1.711
Combat Service Support,Regular Army,Female,1354,1404,921,1177,243,1065,182,1044,848,1633,780,185,66.5,1.641
Combat Service Support,Regular Army,Female,1226,1280,963,1052,239,992,187,961,763,1588,1003,253,58,1.494
Combat Support,Regular Army,Female,1390,1451,1029,1213,248,1091,184,1043,874,1718,863,204,66.5,1.672
Combat Support,Army National Guard,Female,1318,1387,884,1164,240,1042,180,1019,865,1660,856,203,64.9,1.616
Combat Support,Regular Army,Female,1304,1352,983,1141,242,1034,184,1028,823,1661,902,218,67.3,1.585
Combat Support,Regular Army,Female,1320,1380,1065,1154,248,1089,186,1049,801,1607,1010,256,74.4,1.612
Combat Service Support,Regular Army,Female,1360,1428,869,1193,246,1047,181,954,861,1637,759,168,57.6,1.663
Combat Service Support,Regular Army,Female,1341,1411,1004,1165,248,1055,174,1035,905,1644,893,217,73.5,1.656
Combat Service Support,Regular Army,Female,1328,1377,940,1177,245,1028,176,981,832,1599,844,221,63.6,1.598
Combat Support,Regular Army,Female,1261,1332,770,1123,238,1000,168,921,785,1583,665,160,43.2,1.545
Combat Support,Regular Army,Female,1338,1398,1072,1163,253,1034,180,1055,883,1594,930,224,74.7,1.634
Combat Service Support,Regular Army,Female,1408,1469,971,1238,252,1114,190,1073,867,1758,807,207,66.9,1.704
Combat Service Support,Regular Army,Female,1378,1427,1100,1200,252,1074,193,1060,872,1687,957,228,82.6,1.664
Combat Service Support,Regular Army,Female,1243,1304,873,1099,228,970,178,966,792,1541,868,214,57.8,1.522
Combat Support,Regular Army,Female,1375,1435,907,1222,243,1035,182,1003,856,1634,782,177,63.7,1.646
Combat Service Support,Regular Army,Female,1274,1323,1019,1115,242,1014,173,1076,840,1553,966,249,75.8,1.557
Combat Service Support,Army National Guard,Female,1336,1392,950,1162,236,1012,169,978,876,1655,778,193,59.4,1.625
Combat Service Support,Regular Army,Female,1410,1438,1143,1191,261,1098,200,1077,830,1737,980,268,87.2,1.671
Combat Service Support,Regular Army,Female,1256,1300,970,1083,240,991,178,1041,792,1613,850,214,69.3,1.535
Combat Service Support,Regular Army,Female,1302,1347,903,1137,243,986,174,954,858,1602,670,160,50,1.591
Combat Service Support,Regular Army,Female,1275,1331,916,1129,225,955,163,1000,857,1538,745,184,56.7,1.567
Combat Service Support,Regular Army,Female,1252,1308,868,1104,213,1000,167,1012,815,1584,826,201,58.9,1.54
Combat Service Support,Army Reserve,Female,1304,1343,987,1124,238,973,174,997,834,1551,860,203,64,1.573
Combat Service Support,Regular Army,Female,1363,1414,942,1123,268,1096,194,1027,831,1659,797,181,68.3,1.637
Combat Service Support,Regular Army,Female,1319,1365,908,1163,236,1002,181,936,872,1555,706,172,56.6,1.604
Combat Service Support,Regular Army,Female,1435,1503,881,1306,259,1126,206,1030,897,1799,730,172,63.2,1.74
Combat Service Support,Army National Guard,Female,1274,1337,882,1127,242,1034,188,1018,813,1644,743,186,59.1,1.563
Combat Service Support,Army National Guard,Female,1470,1539,907,1286,254,1123,198,1068,924,1804,805,191,76,1.773
Combat Service Support,Army National Guard,Female,1361,1442,966,1225,242,1082,189,1044,861,1719,912,222,66.4,1.672
Combat Service Support,Army National Guard,Female,1291,1333,931,1152,229,969,178,1061,866,1537,853,211,65.8,1.564
Combat Service Support,Army National Guard,Female,1305,1372,968,1143,243,1041,179,1045,839,1612,847,209,71,1.6
Combat Support,Army National Guard,Female,1275,1350,830,1130,246,978,178,989,865,1590,726,172,55.1,1.586
Combat Support,Army National Guard,Female,1284,1333,883,1147,252,991,179,996,824,1618,795,193,59.3,1.566
Combat Arms,Army National Guard,Female,1403,1435,959,1219,259,1067,185,1031,875,1724,837,192,66.1,1.683
Combat Service Support,Army National Guard,Female,1312,1371,910,1154,245,984,175,976,878,1596,816,204,65.8,1.613
Combat Service Support,Army National Guard,Female,1275,1334,940,1107,238,975,187,1002,862,1622,814,196,63.4,1.572
Combat Service Support,Army National Guard,Female,1300,1362,869,1168,240,973,181,933,857,1586,693,164,48,1.584
Combat Service Support,Army National Guard,Female,1403,1469,900,1253,253,1052,189,1029,904,1710,798,201,66,1.706
Combat Service Support,Army National Guard,Female,1310,1393,887,1122,231,973,180,1002,886,1625,807,191,60.1,1.62
Combat Support,Army National Guard,Female,1363,1420,807,1219,250,1059,187,977,832,1701,778,198,54.6,1.64
Combat Service Support,Army National Guard,Female,1438,1497,1266,1223,267,1167,213,1225,873,1793,1305,367,116.6,1.711
Combat Service Support,Army National Guard,Female,1353,1415,1042,1187,243,1062,180,1119,850,1647,919,252,79.3,1.641
Combat Support,Army National Guard,Female,1283,1338,791,1115,220,941,168,916,860,1511,611,145,45.4,1.567
Combat Service Support,Army National Guard,Female,1329,1413,814,1166,250,1051,187,992,808,1697,698,182,49.9,1.629
Combat Service Support,Army National Guard,Female,1193,1252,695,1077,225,901,158,871,796,1465,615,144,35.8,1.479
Combat Service Support,Army National Guard,Female,1376,1453,912,1223,259,1061,188,1045,864,1722,859,237,70,1.663
Combat Service Support,Army National Guard,Female,1458,1521,934,1304,276,1184,217,1035,814,1938,887,254,77,1.749
Combat Service Support,Army National Guard,Female,1301,1362,984,1111,231,971,177,1040,857,1581,911,227,64.9,1.592
Combat Service Support,Army National Guard,Female,1312,1360,887,1147,234,976,170,984,851,1618,733,175,55,1.591
Combat Service Support,Army National Guard,Female,1418,1474,1081,1259,274,1145,213,1115,841,1844,979,238,87.5,1.71
Combat Service Support,Army National Guard,Female,1374,1456,1012,1239,265,1075,191,1089,865,1808,968,257,76.8,1.684
Combat Service Support,Army National Guard,Female,1345,1414,1018,1202,263,1082,198,1113,828,1744,941,245,76.3,1.625
Combat Service Support,Army National Guard,Female,1372,1420,935,1211,242,1013,193,1035,898,1713,732,183,65,1.666
Combat Service Support,Army National Guard,Female,1294,1364,896,1143,229,982,168,987,857,1528,760,178,55.5,1.576
Combat Service Support,Army National Guard,Female,1397,1457,1036,1213,251,1051,185,1000,896,1693,905,230,75.5,1.685
Combat Service Support,Army National Guard,Female,1327,1397,850,1171,248,1002,187,993,867,1672,715,168,54.8,1.629
Combat Arms,Army National Guard,Female,1358,1402,926,1192,251,1054,178,1021,835,1602,878,232,70.5,1.637
Combat Support,Army National Guard,Female,1307,1353,888,1154,233,987,169,940,887,1552,788,188,54.8,1.597
Combat Support,Army National Guard,Female,1380,1440,967,1240,257,1094,191,1106,859,1684,903,230,76.3,1.676
Combat Support,Army National Guard,Female,1370,1418,1026,1202,262,1085,195,1071,848,1745,870,219,78.4,1.672
Combat Support,Army National Guard,Female,1385,1468,920,1224,237,1094,193,1010,870,1721,848,194,69.8,1.707
Combat Arms,Army National Guard,Female,1343,1407,879,1177,247,1014,189,973,868,1648,825,191,65,1.649
Combat Arms,Army National Guard,Female,1327,1383,972,1166,238,1010,180,1045,893,1583,955,246,79.4,1.615
Combat Arms,Army National Guard,Female,1336,1403,1157,1167,253,1052,183,1089,842,1667,1105,296,89.7,1.629
Combat Arms,Army National Guard,Female,1308,1393,850,1164,225,999,178,981,875,1646,785,183,52.5,1.615
Combat Support,Army National Guard,Female,1267,1325,976,1136,245,996,178,1083,826,1535,972,245,77.2,1.537
Combat Service Support,Army National Guard,Female,1363,1442,899,1200,245,1048,191,1030,906,1675,793,201,65.7,1.663
Combat Service Support,Army National Guard,Female,1312,1363,888,1155,234,1006,172,974,830,1576,798,191,53.7,1.582
Combat Service Support,Army National Guard,Female,1233,1280,1010,1038,234,922,165,980,816,1463,955,240,66.7,1.499
Combat Service Support,Army National Guard,Female,1473,1516,1010,1272,268,1127,193,1085,924,1785,920,215,83.3,1.771
Combat Service Support,Army National Guard,Female,1274,1331,967,1110,225,975,176,1000,826,1577,855,212,59.9,1.545
Combat Service Support,Army National Guard,Female,1323,1378,975,1187,249,998,180,1003,846,1610,914,225,64.9,1.603
Combat Service Support,Army National Guard,Female,1320,1366,1066,1123,245,1023,181,1056,839,1638,938,236,78.8,1.58
Combat Service Support,Army National Guard,Female,1321,1376,1062,1159,233,1024,173,1021,837,1573,960,236,75.2,1.608
Combat Service Support,Army National Guard,Female,1292,1321,941,1117,216,983,171,1027,847,1585,900,217,64.3,1.561
Combat Service Support,Army National Guard,Female,1344,1397,880,1211,237,1007,183,970,888,1661,780,195,61.3,1.642
Combat Service Support,Army National Guard,Female,1301,1381,1027,1137,255,1022,191,1108,878,1628,935,233,84.7,1.6
Combat Service Support,Army National Guard,Female,1304,1360,953,1143,255,1024,191,1042,824,1649,890,219,68.7,1.591
Combat Service Support,Army National Guard,Female,1398,1460,997,1223,250,1082,188,1065,903,1709,821,200,69.7,1.697
Combat Service Support,Army National Guard,Female,1392,1448,870,1236,244,1049,190,1026,907,1708,793,173,60.2,1.691
Combat Service Support,Army National Guard,Female,1276,1341,956,1097,241,974,176,1025,853,1603,775,192,63.1,1.563
Combat Service Support,Army National Guard,Female,1326,1356,1152,1155,250,1002,171,1084,857,1610,1034,285,95.2,1.598
Combat Service Support,Army National Guard,Female,1352,1393,795,1191,251,1050,182,943,860,1629,664,154,51.3,1.631
Combat Service Support,Army National Guard,Female,1349,1424,937,1188,245,1033,194,1048,891,1687,907,214,69.4,1.648
Combat Service Support,Army National Guard,Female,1186,1269,826,1077,240,918,188,966,808,1583,768,190,50.9,1.496
Combat Service Support,Army National Guard,Female,1250,1297,878,1115,238,968,182,936,790,1577,672,162,52,1.522
Combat Support,Army National Guard,Female,1477,1527,1047,1268,266,1178,197,1130,891,1871,965,252,88.9,1.769
Combat Support,Army National Guard,Female,1461,1526,900,1301,286,1156,209,1050,865,1850,784,205,78.5,1.761
Combat Support,Army National Guard,Female,1312,1378,976,1157,245,996,181,1014,861,1631,903,223,67.8,1.618
Combat Support,Army National Guard,Female,1325,1390,912,1173,238,1044,181,1015,842,1663,841,210,64.4,1.612
Combat Support,Army National Guard,Female,1343,1407,940,1170,236,1010,178,1013,870,1673,870,208,65.7,1.653
Combat Service Support,Army National Guard,Female,1314,1380,955,1148,247,1028,183,957,833,1602,852,232,66.1,1.598
Combat Support,Army National Guard,Female,1478,1524,1130,1273,265,1139,197,1065,939,1735,993,241,92.5,1.77
Combat Support,Army National Guard,Female,1281,1335,1001,1099,219,985,170,976,844,1523,866,225,61.1,1.566
Combat Support,Army National Guard,Female,1373,1433,961,1235,246,1052,178,995,875,1678,757,178,61.1,1.668
Combat Service Support,Army National Guard,Female,1313,1375,973,1176,265,1067,214,1066,833,1762,907,256,79.7,1.614
Combat Support,Army National Guard,Female,1371,1428,1021,1188,256,1042,198,1062,904,1746,853,203,68.2,1.673
Combat Support,Army National Guard,Female,1296,1370,840,1153,228,1002,173,950,837,1621,779,194,48.9,1.588
Combat Service Support,Army National Guard,Female,1258,1324,1053,1130,250,1013,196,1015,785,1627,926,259,66.9,1.534
Combat Service Support,Army National Guard,Female,1208,1279,888,1078,235,956,175,1035,778,1516,825,233,61.7,1.49
Combat Service Support,Army National Guard,Female,1300,1383,955,1109,241,984,178,1032,868,1603,938,232,70.6,1.611
Combat Support,Army National Guard,Female,1316,1367,909,1174,252,1008,195,1032,829,1664,755,197,61.1,1.599
Combat Service Support,Army National Guard,Female,1368,1416,1001,1181,247,1043,187,1044,885,1613,867,201,66.2,1.645
Combat Service Support,Army National Guard,Female,1303,1345,910,1133,221,957,175,948,851,1550,784,181,53.2,1.571
Combat Support,Army National Guard,Female,1359,1415,933,1179,255,1035,182,1009,867,1664,753,186,61.6,1.657
Combat Support,Army National Guard,Female,1329,1386,974,1178,246,1027,190,1037,890,1715,914,237,73.7,1.641
Combat Support,Army National Guard,Female,1399,1438,947,1244,257,1081,190,924,909,1661,826,196,65.7,1.71
Combat Support,Army National Guard,Female,1396,1437,986,1210,250,1055,190,1050,869,1731,875,212,67.1,1.674
Combat Support,Army National Guard,Female,1302,1341,1180,1110,230,1008,171,1066,834,1540,1095,302,83.1,1.561
Combat Support,Army National Guard,Female,1370,1431,1100,1157,242,1083,179,1050,873,1673,1076,299,86.6,1.664
Combat Support,Army National Guard,Female,1453,1514,1101,1231,255,1107,193,1113,934,1750,1087,276,105.4,1.743
Combat Service Support,Army National Guard,Female,1383,1438,1080,1189,256,1089,193,1175,858,1712,1011,245,92,1.681
Combat Service Support,Army National Guard,Female,1242,1295,913,1100,222,996,160,989,770,1530,931,243,61.7,1.498
Combat Support,Army National Guard,Female,1307,1362,1026,1143,236,1014,184,1068,843,1641,888,240,77.2,1.595
Combat Support,Army National Guard,Female,1497,1526,1047,1293,253,1155,188,1003,911,1706,971,228,77.7,1.771
Combat Support,Army National Guard,Female,1320,1357,1113,1187,250,1069,197,1093,805,1711,1015,282,80.2,1.585
Combat Support,Army National Guard,Female,1511,1580,1080,1284,276,1205,207,1179,935,1898,995,249,95.3,1.819
Combat Service Support,Army National Guard,Female,1390,1441,1094,1185,244,1079,186,1066,878,1636,1067,273,87,1.683
Combat Support,Army National Guard,Female,1399,1443,974,1239,248,1097,178,1024,894,1736,853,215,73,1.686
Combat Service Support,Army National Guard,Female,1404,1447,1096,1221,259,1107,180,1054,895,1707,937,240,87.7,1.703
Combat Support,Army National Guard,Female,1400,1461,976,1212,269,1082,211,1092,910,1836,967,256,82.3,1.707
Combat Support,Army National Guard,Female,1362,1446,1078,1210,260,1118,200,1087,828,1728,1112,289,83.1,1.678
Combat Service Support,Army National Guard,Female,1353,1422,886,1221,250,1026,188,975,842,1697,700,163,59.9,1.646
Combat Service Support,Army National Guard,Female,1364,1439,962,1211,259,1074,194,1035,845,1697,907,226,72.5,1.676
Combat Service Support,Army National Guard,Female,1418,1487,872,1264,268,1126,193,998,838,1778,810,204,63,1.703
Combat Service Support,Army National Guard,Female,1325,1389,901,1156,236,1049,178,971,814,1628,900,246,62.3,1.609
Combat Service Support,Army National Guard,Female,1355,1389,1100,1136,261,1090,186,1099,813,1667,935,243,82.1,1.636
Combat Service Support,Army National Guard,Female,1335,1399,910,1148,249,1023,187,1009,880,1696,858,218,62.4,1.625
Combat Support,Army National Guard,Female,1291,1377,883,1166,243,1008,183,960,849,1645,790,179,56.7,1.615
Combat Support,Army National Guard,Female,1312,1381,1060,1124,261,1024,192,1034,816,1621,960,259,67.5,1.603
Combat Service Support,Army National Guard,Female,1381,1423,846,1227,246,1077,198,975,833,1731,778,183,62.3,1.641
Combat Service Support,Army National Guard,Female,1386,1465,920,1262,249,1085,205,1060,840,1849,791,191,64.4,1.697
Combat Service Support,Army National Guard,Female,1279,1347,926,1107,241,988,171,950,835,1527,838,206,62.6,1.571
Combat Service Support,Army National Guard,Female,1276,1322,946,1118,249,1005,182,1012,810,1611,845,208,71.3,1.548
Combat Service Support,Army National Guard,Female,1362,1418,899,1195,244,1042,184,995,849,1638,799,198,63,1.633
Combat Service Support,Army National Guard,Female,1373,1440,1032,1206,251,1032,180,1117,911,1655,922,227,82,1.667
Combat Service Support,Army National Guard,Female,1310,1367,1043,1143,255,1026,187,1055,807,1626,956,263,76.2,1.584
Combat Support,Army National Guard,Female,1369,1424,929,1213,245,1069,183,1027,869,1699,843,206,69.7,1.642
Combat Service Support,Army National Guard,Female,1450,1509,1098,1249,265,1147,190,1108,865,1786,1064,275,91,1.736
Combat Service Support,Army National Guard,Female,1393,1443,965,1231,253,1089,194,1008,866,1650,957,243,80.1,1.671
Combat Service Support,Army National Guard,Female,1326,1378,912,1155,232,1039,183,1073,830,1643,820,202,68.3,1.595
Combat Support,Army National Guard,Female,1422,1484,964,1248,262,1122,186,1064,913,1756,875,201,76.9,1.716
Combat Support,Army National Guard,Female,1265,1333,879,1101,234,990,175,985,852,1549,768,189,60.1,1.574
Combat Service Support,Army National Guard,Female,1324,1382,1054,1195,252,1038,193,1039,832,1605,1073,286,82.1,1.61
Combat Service Support,Army National Guard,Female,1369,1427,947,1234,254,1022,183,1022,830,1662,913,255,84.2,1.643
Combat Service Support,Army National Guard,Female,1388,1464,992,1263,269,1060,198,1096,927,1720,959,234,79.1,1.697
Combat Support,Army National Guard,Female,1223,1286,941,1068,226,912,177,956,811,1510,840,209,57.5,1.501
Combat Service Support,Army National Guard,Female,1348,1392,884,1184,257,1045,194,960,847,1660,787,200,56.8,1.632
Combat Service Support,Army National Guard,Female,1354,1431,1015,1172,265,1081,199,1056,855,1777,893,245,72,1.654
Combat Service Support,Army National Guard,Female,1265,1345,787,1142,226,958,165,944,862,1537,706,159,52.1,1.571
Combat Service Support,Army National Guard,Female,1335,1378,1031,1167,223,1035,172,1010,807,1648,850,229,68.9,1.596
Combat Service Support,Army National Guard,Female,1293,1342,881,1159,245,970,181,964,855,1547,796,201,65.2,1.589
Combat Support,Army National Guard,Female,1383,1419,1131,1182,250,1027,184,1021,875,1585,1010,271,82.7,1.65
Combat Service Support,Army National Guard,Female,1325,1396,927,1106,242,1014,177,1005,841,1646,910,230,66.2,1.611
Combat Service Support,Army National Guard,Female,1364,1422,971,1176,253,1054,184,987,836,1661,1013,267,71.5,1.632
Combat Support,Army National Guard,Female,1428,1473,1220,1289,266,1081,189,1106,908,1681,1046,261,97.3,1.729
Combat Support,Army National Guard,Female,1244,1318,800,1122,230,986,174,937,776,1594,650,176,45,1.533
Combat Support,Army National Guard,Female,1314,1385,793,1178,245,975,177,936,861,1608,720,180,50.4,1.611
Combat Support,Army National Guard,Female,1343,1425,848,1174,257,1044,193,958,849,1697,747,184,57.7,1.65
Combat Support,Army National Guard,Female,1214,1262,932,1062,229,948,175,1000,772,1529,867,230,56.2,1.473
Combat Support,Army National Guard,Female,1388,1451,941,1240,263,1100,201,1085,868,1744,810,205,72.8,1.7
Combat Support,Army National Guard,Female,1390,1463,940,1236,250,1062,188,1045,894,1742,807,190,72.2,1.692
Combat Service Support,Army National Guard,Female,1326,1400,826,1165,250,1021,183,951,845,1661,738,196,56,1.611
Combat Service Support,Army National Guard,Female,1437,1505,990,1250,249,1123,185,1090,880,1735,920,229,82.4,1.734
Combat Service Support,Army National Guard,Female,1386,1470,1047,1234,275,1112,204,1103,848,1819,918,242,82.5,1.692
Combat Service Support,Army National Guard,Female,1315,1400,1071,1156,272,1093,198,1127,845,1809,1093,305,99.5,1.647
Combat Service Support,Army National Guard,Female,1332,1386,1222,1154,242,1015,182,1073,853,1613,1140,323,98.8,1.599
Combat Service Support,Army National Guard,Female,1333,1370,1102,1173,261,1006,186,1057,859,1614,1017,272,81.5,1.614
Combat Service Support,Army National Guard,Female,1286,1332,950,1146,246,1004,178,1014,798,1634,945,262,72.3,1.549
Combat Service Support,Army National Guard,Female,1326,1393,957,1136,233,1002,183,1080,883,1642,868,217,73.6,1.634
Combat Service Support,Army National Guard,Female,1472,1508,951,1273,252,1130,184,1030,907,1769,805,177,69.8,1.76
Combat Arms,Army National Guard,Female,1404,1440,1026,1218,244,1066,179,1085,895,1709,944,223,76.6,1.683
Combat Service Support,Army National Guard,Female,1323,1379,900,1160,239,1023,175,1010,853,1648,814,186,65.1,1.618
Combat Service Support,Army National Guard,Female,1298,1350,800,1156,223,973,168,933,838,1607,735,172,51.8,1.565
Combat Service Support,Army National Guard,Female,1330,1380,868,1118,232,1013,178,966,829,1602,814,183,54.9,1.592
Combat Service Support,Army National Guard,Female,1328,1400,862,1160,240,1015,174,1013,858,1676,787,193,57.6,1.636
Combat Service Support,Army National Guard,Female,1243,1307,914,1082,239,953,176,996,817,1515,808,209,58.3,1.538
Combat Service Support,Army National Guard,Female,1353,1412,883,1180,234,1018,171,962,871,1588,822,206,67,1.648
Combat Service Support,Army National Guard,Female,1342,1413,936,1209,245,1063,190,1001,867,1688,801,202,63.1,1.645
Combat Service Support,Army National Guard,Female,1321,1391,880,1135,256,1012,186,1018,859,1649,842,206,62.7,1.623
Combat Service Support,Army National Guard,Female,1310,1393,941,1162,233,1048,171,1018,838,1662,844,211,67.6,1.611
Combat Service Support,Army National Guard,Female,1312,1360,872,1173,226,1010,169,950,833,1596,747,178,53.4,1.602
Combat Service Support,Army National Guard,Female,1360,1423,1008,1164,256,1054,178,1043,899,1705,873,226,74.8,1.67
Combat Service Support,Army National Guard,Female,1337,1409,915,1171,245,1043,171,973,880,1599,757,178,64.4,1.643
Combat Support,Army National Guard,Female,1323,1390,979,1154,244,1023,183,1045,858,1600,854,207,67.7,1.628
Combat Service Support,Army National Guard,Female,1297,1352,904,1138,240,988,172,1016,819,1588,778,192,62,1.575
Combat Service Support,Army National Guard,Female,1337,1387,834,1157,240,1014,178,956,863,1687,713,159,53.6,1.613
Combat Service Support,Army National Guard,Female,1324,1365,868,1193,236,1041,178,971,823,1584,771,193,59.9,1.598
Combat Support,Army National Guard,Female,1313,1383,898,1150,240,994,178,1008,861,1632,857,215,64.4,1.61
Combat Service Support,Army National Guard,Female,1311,1391,822,1152,238,1028,176,930,815,1589,739,171,53.6,1.597
Combat Service Support,Army National Guard,Female,1305,1373,1086,1108,250,998,176,1133,855,1613,972,242,88.2,1.59
Combat Service Support,Army National Guard,Female,1389,1464,930,1222,252,1108,201,1031,813,1801,840,224,64.6,1.688
Combat Service Support,Army National Guard,Female,1229,1300,936,1087,234,972,187,1111,783,1621,878,217,66.2,1.502
Combat Service Support,Army National Guard,Female,1315,1365,915,1175,252,1011,190,1062,855,1672,788,193,69.8,1.593
Combat Service Support,Army National Guard,Female,1320,1363,1036,1125,241,1023,178,1035,845,1591,895,221,67.7,1.607
Combat Service Support,Army National Guard,Female,1337,1388,881,1189,248,958,180,985,880,1628,740,187,58.6,1.625
Combat Service Support,Army National Guard,Female,1232,1290,886,1070,221,927,167,954,840,1500,767,185,52.6,1.525
Combat Service Support,Army National Guard,Female,1292,1349,894,1144,245,1027,181,935,814,1563,797,191,56.4,1.563
Combat Service Support,Army National Guard,Female,1426,1488,923,1260,243,1118,175,1008,896,1730,840,206,76.5,1.734
Combat Service Support,Army National Guard,Female,1430,1506,996,1264,256,1143,204,1094,862,1810,947,249,87.1,1.734
Combat Service Support,Army National Guard,Female,1410,1484,920,1277,257,1097,189,1014,910,1746,812,207,68.2,1.728
Combat Service Support,Army National Guard,Female,1381,1435,893,1253,233,1055,170,974,858,1690,856,205,62.9,1.661
Combat Service Support,Army National Guard,Female,1398,1480,872,1244,251,1063,182,970,898,1670,733,175,56.8,1.703
Combat Service Support,Army National Guard,Female,1421,1468,971,1251,250,1080,170,1008,894,1699,857,213,68,1.702
