Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Arms,Army National Guard,Male,1334,1413,913,1221,232,1053,177,1090,909,1672,768,209,59.7,1.663
Combat Arms,Army National Guard,Male,1347,1427,1042,1209,259,1037,177,1183,893,1698,866,209,73,1.663
Combat Arms,Army National Guard,Male,1420,1494,969,1269,286,1091,201,1136,900,1832,907,230,80.6,1.721
Combat Service Support,Army National Guard,Male,1475,1531,1003,1305,262,1131,195,1136,941,1824,918,234,76,1.77
Combat Arms,Army National Guard,Male,1395,1474,938,1283,275,1091,202,1075,901,1799,716,184,66.8,1.725
Combat Arms,Army National Guard,Male,1468,1565,1087,1335,284,1178,201,1255,908,1897,934,241,96.5,1.788
Combat Arms,Army National Guard,Male,1567,1648,968,1420,285,1251,196,1155,964,1906,845,222,79.4,1.893
Combat Arms,Army National Guard,Male,1474,1554,951,1343,260,1141,188,1126,949,1845,827,216,70.5,1.794
Combat Service Support,Army National Guard,Male,1444,1538,1112,1329,289,1143,207,1291,891,1876,1101,312,107.6,1.763
Combat Service Support,Army National Guard,Male,1527,1586,1133,1367,284,1204,206,1211,919,1874,1047,260,95.7,1.831
Combat Arms,Army National Guard,Male,1343,1416,1162,1243,247,1048,181,1234,883,1625,1070,288,95.8,1.64
Combat Arms,Army National Guard,Male,1393,1448,1177,1231,256,1117,188,1185,888,1759,1135,292,98.3,1.687
Combat Arms,Army National Guard,Male,1525,1575,963,1388,278,1206,192,1096,905,1889,759,183,67.5,1.827
Combat Arms,Army National Guard,Male,1485,1565,1001,1346,265,1146,183,1175,956,1793,888,223,79.8,1.798
Combat Arms,Army National Guard,Male,1401,1481,1065,1266,275,1108,187,1231,900,1760,981,237,91.2,1.708
Combat Arms,Army National Guard,Male,1401,1494,1037,1294,262,1099,189,1204,944,1771,956,241,87.6,1.753
Combat Arms,Army National Guard,Male,1455,1551,994,1325,276,1172,196,1135,895,1852,928,217,78.3,1.793
Combat Arms,Army National Guard,Male,1526,1615,1030,1402,291,1214,204,1200,963,1862,850,214,84.9,1.858
Combat Arms,Army National Guard,Male,1383,1447,867,1228,269,1074,194,1044,870,1766,743,176,60.3,1.677
Combat Arms,Army National Guard,Male,1435,1517,1063,1283,283,1112,200,1148,930,1738,970,238,88.7,1.744
Combat Arms,Army National Guard,Male,1495,1558,1066,1329,276,1121,211,1213,948,1905,970,246,94.7,1.805
Combat Arms,Army National Guard,Male,1328,1403,988,1198,255,1038,184,1111,872,1624,932,234,70.8,1.623
Combat Arms,Army National Guard,Male,1448,1522,1022,1326,273,1132,183,1211,872,1863,857,232,86,1.754
Combat Arms,Army National Guard,Male,1421,1496,1003,1305,272,1143,192,1148,898,1772,807,191,74.3,1.743
Combat Arms,Army National Guard,Male,1410,1478,1110,1253,278,1105,193,1172,910,1744,1001,276,94.6,1.718
Combat Arms,Army National Guard,Male,1406,1485,1068,1268,255,1094,177,1153,886,1658,1052,289,88.9,1.697
Combat Arms,Army National Guard,Male,1548,1634,1058,1397,299,1242,216,1220,938,2004,961,261,95.6,1.881
Combat Arms,Army National Guard,Male,1425,1495,908,1295,259,1110,183,1071,944,1711,721,183,60.2,1.755
Combat Arms,Army National Guard,Male,1436,1517,1247,1293,284,1103,215,1317,913,1855,1175,309,115.3,1.738
Combat Arms,Army National Guard,Male,1464,1537,1096,1325,277,1146,196,1228,915,1817,983,252,94.7,1.786
Combat Arms,Army National Guard,Male,1398,1470,981,1282,260,1098,180,1115,915,1662,816,212,72,1.714
Combat Arms,Army National Guard,Male,1398,1462,983,1249,268,1111,188,1123,890,1713,858,216,75.2,1.703
Combat Arms,Army National Guard,Male,1335,1429,942,1195,257,1003,192,1095,883,1704,801,206,66.9,1.65
Combat Arms,Army National Guard,Male,1527,1603,1108,1396,282,1203,204,1259,933,1889,1026,272,106.2,1.839
Combat Arms,Army National Guard,Male,1347,1421,1184,1234,276,1074,186,1261,888,1684,1095,289,108.8,1.652
Combat Arms,Army National Guard,Male,1399,1463,984,1285,259,1106,188,1154,891,1764,767,195,71,1.726
Combat Arms,Army National Guard,Male,1449,1502,1133,1311,254,1114,191,1248,915,1720,1082,290,99.7,1.738
Combat Arms,Army National Guard,Male,1433,1503,1139,1282,283,1144,203,1256,901,1840,967,245,91.6,1.74
Combat Arms,Army National Guard,Male,1317,1425,1170,1212,253,1002,181,1302,907,1643,1073,290,94.7,1.647
Combat Support,Army National Guard,Male,1387,1483,1053,1261,267,1098,194,1152,876,1831,933,235,76.1,1.702
Combat Arms,Army National Guard,Male,1349,1423,1196,1222,239,1039,178,1274,857,1682,1139,313,95,1.637
Combat Arms,Army National Guard,Male,1362,1445,1037,1219,248,1069,174,1149,868,1709,867,229,77.3,1.657
Combat Arms,Army National Guard,Male,1443,1529,1046,1299,268,1112,193,1180,938,1803,904,217,84.6,1.775
Combat Arms,Army National Guard,Male,1449,1535,1122,1316,263,1145,192,1191,943,1806,1006,256,91.7,1.777
Combat Arms,Army National Guard,Male,1454,1532,1133,1276,277,1125,197,1185,966,1791,1156,326,100.8,1.774
Combat Support,Army National Guard,Male,1408,1481,1081,1262,255,1077,180,1174,874,1739,964,246,82.1,1.706
Combat Arms,Army National Guard,Male,1472,1553,1008,1307,266,1156,191,1129,906,1851,933,231,74.7,1.788
Combat Service Support,Army National Guard,Male,1535,1630,1159,1351,305,1191,212,1301,1012,1938,1047,271,110.7,1.886
Combat Support,Army National Guard,Male,1369,1449,993,1230,263,1069,193,1158,888,1758,910,243,77.4,1.683
Combat Arms,Army National Guard,Male,1566,1653,1267,1395,295,1202,209,1314,976,1946,1254,362,127.1,1.9
Combat Service Support,Army National Guard,Male,1482,1532,1104,1294,287,1161,203,1124,915,1819,996,262,84.2,1.786
Combat Arms,Army National Guard,Male,1397,1468,1048,1251,262,1102,188,1171,878,1773,960,237,79.2,1.712
Combat Arms,Army National Guard,Male,1464,1534,1102,1329,280,1162,200,1234,870,1909,892,228,84.8,1.76
Combat Arms,Army National Guard,Male,1405,1473,1083,1256,257,1069,191,1108,911,1762,1002,262,83.2,1.711
Combat Service Support,Army National Guard,Male,1440,1492,1113,1258,264,1152,194,1089,876,1774,1021,271,88,1.72
Combat Service Support,Army National Guard,Male,1467,1550,1039,1295,280,1141,198,1178,938,1751,972,247,88.7,1.798
Combat Arms,Army National Guard,Male,1474,1536,1234,1308,267,1164,192,1257,837,1850,1171,307,106.7,1.73
Combat Arms,Army National Guard,Male,1434,1497,1081,1266,264,1070,176,1143,911,1754,1020,267,90.8,1.74
Combat Arms,Army National Guard,Male,1409,1497,954,1306,275,1145,199,1097,903,1816,811,206,69.9,1.755
Combat Arms,Army National Guard,Male,1510,1588,1120,1326,287,1173,203,1211,943,1894,1115,303,100.9,1.837
Combat Arms,Army National Guard,Male,1408,1489,1063,1280,246,1111,181,1176,895,1757,1020,262,81.3,1.726
Combat Arms,Army National Guard,Male,1458,1544,1141,1317,275,1149,198,1222,915,1851,1036,264,96.7,1.79
Combat Arms,Army National Guard,Male,1423,1493,957,1264,271,1081,191,1108,928,1749,826,204,72.4,1.731
Combat Arms,Army National Guard,Male,1328,1418,948,1214,262,1048,196,1116,878,1750,795,205,65.6,1.663
Combat Arms,Army National Guard,Male,1493,1571,1151,1329,290,1167,204,1240,936,1861,1036,265,105.4,1.818
Combat Arms,Army National Guard,Male,1434,1536,1077,1319,282,1155,200,1211,912,1792,1009,275,95.8,1.777
Combat Arms,Army National Guard,Male,1462,1533,1187,1322,275,1155,193,1325,913,1812,1076,277,113.5,1.786
Combat Arms,Army National Guard,Male,1497,1567,1123,1325,285,1187,202,1247,905,1894,934,242,88.6,1.799
Combat Arms,Army National Guard,Male,1534,1609,1072,1349,289,1221,202,1130,949,1852,903,214,83.4,1.855
Combat Arms,Army National Guard,Male,1420,1495,1005,1309,257,1089,183,1174,909,1715,923,241,83.4,1.726
Combat Arms,Army National Guard,Male,1413,1478,1025,1274,271,1097,198,1157,894,1756,904,212,86.2,1.708
Combat Arms,Army National Guard,Male,1425,1499,955,1283,269,1104,193,1115,930,1800,846,204,73.8,1.748
Combat Arms,Army National Guard,Male,1450,1518,960,1299,266,1110,188,1105,927,1784,872,213,76,1.757
Combat Arms,Army National Guard,Male,1479,1558,1055,1333,291,1171,212,1213,953,1860,805,197,77.8,1.8
Combat Arms,Army National Guard,Male,1438,1518,1126,1289,277,1106,188,1268,914,1795,956,240,93.1,1.749
Combat Arms,Army National Guard,Male,1396,1458,934,1251,246,1062,171,1112,913,1689,838,210,69.5,1.706
Combat Arms,Army National Guard,Male,1644,1707,1041,1472,302,1254,235,1226,1010,2003,939,227,101.7,1.98
Combat Arms,Army National Guard,Male,1457,1520,1047,1275,263,1132,198,1137,881,1788,960,249,81.5,1.747
Combat Arms,Army National Guard,Male,1443,1553,1134,1287,300,1140,203,1218,987,1824,1018,261,100.6,1.816
Combat Arms,Army National Guard,Male,1419,1472,905,1280,272,1108,187,1050,883,1719,761,193,60.6,1.719
Combat Arms,Army National Guard,Male,1454,1549,926,1305,285,1145,201,1120,929,1819,871,216,77.8,1.79
Combat Arms,Army National Guard,Male,1387,1450,936,1261,259,1083,184,1076,858,1704,838,208,65,1.688
Combat Arms,Army National Guard,Male,1455,1527,1228,1293,282,1141,198,1319,898,1853,1137,313,112.6,1.762
Combat Arms,Army National Guard,Male,1399,1469,1070,1242,270,1066,184,1258,893,1679,978,261,90.7,1.694
Combat Arms,Army National Guard,Male,1449,1516,1036,1308,283,1129,199,1202,896,1890,843,219,81.5,1.764
Combat Arms,Army National Guard,Male,1405,1500,957,1277,268,1143,195,1152,857,1827,777,197,67.3,1.727
Combat Arms,Army National Guard,Male,1555,1608,987,1379,278,1199,201,1111,926,1815,810,219,72.7,1.84
Combat Service Support,Army National Guard,Male,1415,1495,1054,1274,268,1109,195,1194,909,1817,944,230,82.9,1.735
Combat Service Support,Army National Guard,Male,1449,1506,1091,1292,267,1107,193,1218,939,1751,1004,261,93.6,1.758
Combat Service Support,Army National Guard,Male,1490,1563,1090,1341,288,1132,204,1188,945,1829,947,241,93.2,1.802
Combat Service Support,Army National Guard,Male,1472,1552,1056,1317,270,1126,199,1211,965,1854,858,223,87.9,1.802
Combat Arms,Army National Guard,Male,1481,1549,1140,1332,286,1122,195,1195,954,1891,990,249,95.1,1.8
Combat Support,Army National Guard,Male,1452,1539,984,1282,262,1142,190,1122,922,1842,887,209,75.6,1.769
Combat Service Support,Army National Guard,Male,1580,1666,976,1428,284,1232,211,1172,954,2037,833,213,78,1.897
Combat Service Support,Army National Guard,Male,1388,1445,1147,1235,271,1049,198,1253,904,1787,996,261,92.6,1.69
Combat Arms,Army National Guard,Male,1497,1556,1282,1345,287,1189,200,1347,903,1878,1168,301,130.2,1.786
Combat Arms,Army National Guard,Male,1595,1671,1057,1429,277,1252,200,1174,993,1933,912,228,82.1,1.907
Combat Arms,Army National Guard,Male,1494,1543,1183,1281,277,1128,189,1231,958,1749,1113,280,109.8,1.779
Combat Service Support,Army National Guard,Male,1533,1610,1098,1391,304,1153,211,1252,977,1908,897,211,95.6,1.861
Combat Arms,Army National Guard,Male,1368,1449,942,1239,255,1085,178,1100,857,1779,753,191,63.3,1.685
Combat Service Support,Army National Guard,Male,1508,1564,1083,1342,289,1133,208,1220,934,1811,981,274,97.1,1.797
Combat Service Support,Army National Guard,Male,1374,1462,979,1261,280,1098,194,1161,838,1874,805,208,76,1.687
Combat Arms,Army National Guard,Male,1473,1560,1104,1325,280,1144,194,1183,939,1819,1003,254,92.6,1.805
Combat Arms,Army National Guard,Male,1444,1515,1202,1297,266,1108,194,1220,940,1827,1162,316,108.4,1.755
Combat Support,Army National Guard,Male,1388,1472,862,1223,249,1094,188,1050,875,1790,757,173,56.2,1.702
Combat Arms,Army National Guard,Male,1453,1520,1042,1254,272,1115,199,1218,937,1831,943,243,87.4,1.746
Combat Service Support,Army National Guard,Male,1341,1420,947,1193,258,992,178,1071,925,1668,824,216,63.3,1.67
Combat Service Support,Army National Guard,Male,1330,1404,1077,1208,255,999,182,1144,843,1683,1017,277,82.6,1.624
Combat Support,Army National Guard,Male,1467,1530,1152,1331,281,1158,200,1237,895,1828,1117,323,103.3,1.751
Combat Service Support,Army National Guard,Male,1487,1541,1002,1286,284,1163,209,1145,864,1856,880,237,77.2,1.77
Combat Support,Army National Guard,Male,1402,1495,1059,1268,276,1122,191,1162,883,1772,1005,265,88,1.722
Combat Service Support,Army National Guard,Male,1396,1481,1196,1272,263,1147,192,1281,838,1798,1182,321,105,1.681
Combat Service Support,Army National Guard,Male,1477,1557,1128,1322,295,1155,214,1256,887,1937,1020,263,98.2,1.779
Combat Support,Army National Guard,Male,1592,1674,910,1442,277,1214,205,1082,969,1977,760,191,68.9,1.93
Combat Service Support,Army National Guard,Male,1465,1547,1022,1311,271,1106,189,1146,984,1724,960,245,85.3,1.796
Combat Support,Army National Guard,Male,1357,1421,1181,1199,264,1038,192,1214,862,1755,1200,318,98.4,1.658
Combat Service Support,Army National Guard,Male,1283,1357,971,1127,246,977,186,1119,871,1626,870,212,68.1,1.582
Combat Service Support,Army National Guard,Male,1499,1568,1227,1310,270,1197,192,1240,913,1823,1122,281,112.9,1.807
Combat Service Support,Army National Guard,Male,1578,1656,1009,1417,301,1247,224,1236,957,2026,861,226,93.9,1.929
Combat Service Support,Army National Guard,Male,1460,1523,1110,1264,287,1140,215,1246,863,1849,974,257,99.4,1.743
Combat Service Support,Army National Guard,Male,1429,1496,1112,1288,275,1145,203,1170,847,1870,1195,324,105.4,1.714
Combat Service Support,Army National Guard,Male,1387,1451,987,1247,271,1017,198,1050,920,1721,835,216,66.4,1.697
Combat Service Support,Army National Guard,Male,1412,1492,1022,1272,252,1094,190,1140,885,1764,972,259,75.3,1.727
Combat Service Support,Army National Guard,Male,1409,1485,1216,1241,269,1093,198,1243,909,1771,1113,294,109.5,1.709
Combat Service Support,Army National Guard,Male,1405,1490,927,1297,273,1116,202,1089,888,1791,785,208,67.9,1.751
Combat Service Support,Army National Guard,Male,1428,1492,962,1287,278,1104,208,1123,874,1854,802,202,75.7,1.719
Combat Service Support,Army National Guard,Male,1468,1570,1066,1310,274,1137,189,1215,975,1802,1020,262,99.6,1.817
Combat Support,Army National Guard,Male,1620,1687,1035,1451,300,1216,223,1213,974,2044,904,226,98.1,1.927
Combat Service Support,Army National Guard,Male,1526,1608,1123,1396,291,1167,215,1280,937,1967,1095,284,111.6,1.851
Combat Arms,Army National Guard,Male,1479,1557,969,1335,282,1147,195,1157,936,1831,793,197,72.9,1.808
Combat Arms,Army National Guard,Male,1379,1447,1203,1222,262,1038,188,1205,896,1691,1102,293,98.3,1.663
Combat Arms,Army National Guard,Male,1519,1608,978,1356,270,1202,198,1124,904,1881,955,231,86.5,1.834
Combat Arms,Army National Guard,Male,1527,1579,1248,1351,297,1135,206,1321,963,1903,1113,288,123.9,1.815
Combat Arms,Army National Guard,Male,1384,1459,891,1237,253,1063,192,1091,877,1782,802,198,63.1,1.7
Combat Arms,Army National Guard,Male,1499,1569,1116,1326,277,1135,197,1214,940,1793,1027,259,96.5,1.808
Combat Arms,Army National Guard,Male,1401,1493,1039,1279,268,1083,187,1185,915,1772,839,211,77.8,1.722
Combat Arms,Army National Guard,Male,1363,1448,926,1236,264,1078,203,1092,865,1743,825,215,68.2,1.679
Combat Arms,Army National Guard,Male,1439,1531,1004,1304,276,1121,198,1220,894,1821,896,230,87.6,1.775
Combat Service Support,Army National Guard,Male,1489,1579,1122,1316,269,1169,200,1210,955,1855,1082,276,102.8,1.826
Combat Arms,Army National Guard,Male,1478,1537,1106,1314,290,1125,208,1251,906,1894,967,228,93.5,1.767
Combat Arms,Army National Guard,Male,1368,1439,1032,1245,270,1040,185,1165,916,1731,910,233,78.4,1.685
Combat Service Support,Army National Guard,Male,1446,1505,1146,1263,268,1076,190,1146,923,1728,1020,252,91.4,1.735
Combat Service Support,Army National Guard,Male,1368,1442,1054,1248,266,1069,202,1235,860,1768,922,246,87.5,1.668
Combat Service Support,Army National Guard,Male,1385,1445,942,1245,262,1048,191,1113,872,1822,728,186,63.7,1.678
Combat Service Support,Army National Guard,Male,1497,1574,1090,1339,279,1134,202,1261,919,1917,975,245,93.9,1.808
Combat Service Support,Army National Guard,Male,1529,1613,944,1354,271,1191,199,1098,908,1894,874,216,72.9,1.846
Combat Service Support,Army National Guard,Male,1460,1514,1006,1268,265,1137,183,1157,947,1723,868,204,84.1,1.771
Combat Support,Army National Guard,Male,1494,1548,1066,1330,285,1166,200,1161,880,1820,977,271,87.7,1.774
Combat Service Support,Army National Guard,Male,1412,1499,1147,1274,259,1105,187,1206,949,1695,1019,266,96.5,1.748
Combat Support,Army National Guard,Male,1476,1543,1083,1332,294,1153,210,1221,916,1879,910,237,99.1,1.789
Combat Support,Army National Guard,Male,1476,1572,1130,1325,280,1127,188,1216,956,1860,1058,269,100.1,1.825
Combat Arms,Army National Guard,Male,1398,1455,1062,1247,269,1062,192,1216,904,1770,933,237,87.2,1.698
Combat Arms,Army National Guard,Male,1534,1621,1174,1388,273,1177,198,1263,968,1879,1100,290,113.1,1.85
Combat Arms,Army National Guard,Male,1461,1532,973,1310,258,1125,181,1111,907,1736,860,225,74.4,1.766
Combat Arms,Army National Guard,Male,1328,1409,919,1186,252,1015,186,1095,906,1682,748,187,64.7,1.638
Combat Arms,Army National Guard,Male,1478,1555,1172,1344,294,1156,204,1247,957,1854,1007,253,101.9,1.818
Combat Arms,Army National Guard,Male,1338,1426,927,1207,260,1044,184,1115,850,1690,883,232,68.1,1.664
Combat Arms,Army National Guard,Male,1560,1640,1076,1397,265,1206,191,1228,991,1880,992,248,89.2,1.902
Combat Arms,Army National Guard,Male,1435,1490,1037,1291,273,1102,202,1202,863,1845,853,222,82.4,1.722
Combat Arms,Army National Guard,Male,1488,1586,981,1362,299,1146,193,1175,947,1857,888,218,79.3,1.833
Combat Arms,Army National Guard,Male,1519,1597,1182,1326,287,1167,212,1302,989,1847,1146,298,116.6,1.847
Combat Arms,Army National Guard,Male,1411,1468,1117,1263,268,1072,176,1183,892,1701,1127,294,94.8,1.69
Combat Arms,Army National Guard,Male,1625,1694,1178,1448,316,1281,219,1326,954,2069,982,238,113.2,1.934
Combat Arms,Army National Guard,Male,1511,1574,1154,1375,288,1177,215,1253,918,1887,1153,313,109.3,1.807
Combat Arms,Army National Guard,Male,1330,1399,993,1207,242,994,176,1108,928,1665,832,210,68.8,1.651
Combat Arms,Army National Guard,Male,1449,1530,1167,1305,269,1158,203,1265,913,1859,1102,306,105.2,1.768
Combat Arms,Army National Guard,Male,1519,1587,1007,1379,275,1167,188,1115,917,1837,873,223,76.8,1.812
Combat Arms,Army National Guard,Male,1420,1518,1101,1284,276,1065,187,1233,935,1773,1017,266,92.7,1.743
Combat Arms,Army National Guard,Male,1393,1466,1059,1251,275,1067,203,1158,925,1736,875,212,82,1.715
Combat Arms,Army National Guard,Male,1376,1443,1131,1218,265,1066,185,1197,905,1739,996,247,87.7,1.681
Combat Arms,Army National Guard,Male,1498,1588,1054,1339,272,1107,197,1193,1001,1871,883,207,82.5,1.847
Combat Arms,Army National Guard,Male,1381,1455,988,1240,267,1053,187,1106,888,1728,859,222,76.2,1.684
Combat Arms,Army National Guard,Male,1553,1627,1059,1402,293,1168,210,1190,973,1926,887,223,89.4,1.865
Combat Arms,Army National Guard,Male,1448,1502,1053,1314,265,1096,187,1139,883,1800,917,252,79.1,1.732
Combat Arms,Army National Guard,Male,1377,1440,965,1233,250,1061,193,1125,847,1708,878,214,67.7,1.655
Combat Arms,Army National Guard,Male,1430,1526,1038,1282,270,1122,195,1160,938,1798,970,249,85,1.759
Combat Arms,Army National Guard,Male,1442,1508,997,1299,278,1043,203,1153,977,1810,821,205,75,1.764
Combat Arms,Army National Guard,Male,1427,1494,1028,1287,277,1124,193,1168,873,1808,888,226,78,1.74
Combat Arms,Army National Guard,Male,1453,1517,975,1302,272,1098,190,1106,935,1756,782,203,75.2,1.766
Combat Arms,Army National Guard,Male,1364,1439,1008,1230,256,1048,185,1096,867,1726,893,217,70.6,1.656
Combat Service Support,Army National Guard,Male,1372,1438,901,1245,265,1020,179,1050,899,1635,730,171,59.6,1.681
Combat Service Support,Army National Guard,Male,1351,1422,994,1213,267,1051,194,1165,862,1707,953,259,86.1,1.658
Combat Service Support,Army National Guard,Male,1295,1364,889,1166,245,1014,169,1047,839,1628,742,192,55.2,1.588
Combat Service Support,Army National Guard,Male,1443,1523,947,1286,264,1097,192,1109,909,1788,835,206,72.3,1.754
Combat Service Support,Army National Guard,Male,1467,1546,1107,1317,276,1143,197,1230,910,1819,970,233,90.7,1.788
Combat Service Support,Army National Guard,Male,1465,1547,938,1334,273,1135,203,1144,944,1844,780,214,69,1.806
Combat Service Support,Army National Guard,Male,1404,1476,1122,1245,260,1072,182,1237,928,1724,1085,263,95.9,1.697
Combat Arms,Army National Guard,Male,1421,1528,959,1285,273,1105,188,1190,915,1847,775,186,69,1.77
Combat Arms,Army National Guard,Male,1447,1549,1055,1295,276,1155,191,1210,954,1803,873,222,84,1.796
Combat Arms,Army National Guard,Male,1499,1565,1017,1316,280,1124,195,1151,949,1880,853,208,79.2,1.815
Combat Arms,Army National Guard,Male,1437,1527,943,1271,280,1083,202,1120,939,1817,844,206,70.6,1.756
Combat Arms,Army National Guard,Male,1387,1470,1031,1239,249,1088,192,1201,903,1725,893,220,79.1,1.701
Combat Arms,Army National Guard,Male,1418,1508,1128,1279,276,1109,193,1250,952,1728,904,227,88.7,1.751
Combat Arms,Army National Guard,Male,1476,1544,1032,1325,271,1149,205,1208,963,1864,880,223,87.1,1.801
Combat Arms,Army National Guard,Male,1439,1502,1028,1293,273,1057,186,1150,915,1727,903,214,87.4,1.737
Combat Arms,Army National Guard,Male,1456,1548,1046,1315,284,1135,200,1155,951,1860,901,219,81.2,1.785
Combat Arms,Army National Guard,Male,1438,1530,1047,1296,284,1131,207,1208,923,1806,980,258,87.5,1.771
Combat Arms,Army National Guard,Male,1449,1528,962,1323,277,1133,201,1133,927,1840,847,217,77.2,1.771
Combat Arms,Army National Guard,Male,1281,1365,949,1143,255,964,174,1125,853,1637,811,198,65.4,1.58
Combat Arms,Army National Guard,Male,1383,1468,1114,1235,258,1089,188,1231,898,1738,1005,233,87.2,1.685
Combat Arms,Army National Guard,Male,1380,1451,971,1225,262,988,187,1138,903,1673,875,223,70,1.675
Combat Arms,Army National Guard,Male,1367,1454,1033,1237,261,1041,192,1156,895,1752,944,221,78.5,1.675
Combat Arms,Army National Guard,Male,1381,1444,1118,1244,273,1051,191,1170,880,1769,980,266,87,1.69
Combat Support,Army National Guard,Male,1308,1364,1027,1164,231,983,178,1143,835,1644,836,219,70,1.593
Combat Service Support,Army National Guard,Male,1443,1515,1064,1290,257,1104,192,1156,907,1780,965,246,82.4,1.737
Combat Service Support,Army National Guard,Male,1420,1480,1073,1257,259,1069,190,1169,909,1714,949,248,81.3,1.693
Combat Service Support,Army National Guard,Male,1399,1476,1088,1238,253,1112,190,1194,900,1756,968,273,87.3,1.706
Combat Service Support,Army National Guard,Male,1568,1644,968,1408,298,1208,199,1188,958,1935,836,202,78.7,1.888
Combat Service Support,Army National Guard,Male,1395,1463,1020,1239,256,1105,185,1190,863,1788,815,202,74.8,1.706
Combat Arms,Army National Guard,Male,1509,1601,987,1358,284,1151,199,1183,933,1859,812,198,79.3,1.841
Combat Arms,Army National Guard,Male,1561,1655,1061,1399,297,1225,206,1243,987,1976,1037,272,94.2,1.906
Combat Support,Army National Guard,Male,1541,1607,994,1386,290,1177,205,1175,960,1912,925,220,86.7,1.866
Combat Arms,Army National Guard,Male,1455,1538,1127,1310,289,1167,198,1266,922,1877,1008,262,88.9,1.788
Combat Arms,Army National Guard,Male,1569,1640,1069,1409,292,1221,225,1231,953,2052,933,238,97,1.887
Combat Service Support,Army National Guard,Male,1399,1465,1107,1241,247,1083,183,1254,890,1743,1074,284,93.8,1.687
Combat Service Support,Army National Guard,Male,1433,1490,1242,1244,271,1096,191,1246,919,1743,1137,296,104.6,1.724
Combat Service Support,Army National Guard,Male,1413,1478,989,1257,275,1080,189,1168,879,1824,838,220,76.8,1.71
Combat Arms,Army National Guard,Male,1464,1540,1211,1308,267,1162,195,1292,920,1790,1127,283,110.4,1.763
Combat Support,Army National Guard,Male,1424,1491,1135,1280,262,1114,179,1216,913,1734,1080,296,99.1,1.722
Combat Service Support,Army National Guard,Male,1418,1508,1017,1274,269,1062,178,1105,900,1728,1014,271,83.7,1.722
Combat Service Support,Army National Guard,Male,1366,1429,1000,1228,261,1027,190,1155,867,1772,818,206,68.7,1.659
Combat Service Support,Army National Guard,Male,1445,1519,1092,1315,267,1073,190,1183,930,1821,1002,257,88.5,1.741
Combat Service Support,Army National Guard,Male,1408,1487,1113,1263,262,1113,188,1147,887,1763,1000,253,86.9,1.71
Combat Arms,Army National Guard,Male,1470,1540,1127,1320,285,1119,202,1230,903,1843,1100,292,103.4,1.774
Combat Support,Army National Guard,Male,1416,1491,1019,1278,258,1036,186,1150,917,1683,900,228,79.2,1.73
Combat Service Support,Army National Guard,Male,1487,1546,939,1330,268,1153,188,1094,943,1802,817,194,65.1,1.798
Combat Service Support,Army National Guard,Male,1434,1492,1044,1298,253,1120,183,1155,919,1736,976,259,83.1,1.738
Combat Support,Army National Guard,Male,1502,1563,1125,1355,284,1194,200,1260,880,1943,1090,308,99.9,1.781
Combat Arms,Army National Guard,Male,1327,1398,1219,1192,268,1041,190,1240,874,1628,1071,277,96.8,1.623
Combat Service Support,Army National Guard,Male,1414,1498,1043,1289,270,1062,195,1187,928,1713,916,236,84.7,1.725
Combat Service Support,Army National Guard,Male,1441,1522,1009,1286,283,1075,205,1156,931,1842,922,236,73.7,1.756
Combat Service Support,Army National Guard,Male,1471,1554,1097,1339,278,1093,204,1207,945,1854,917,232,84.9,1.8
Combat Support,Army National Guard,Male,1492,1570,1079,1339,285,1147,210,1195,900,1863,1011,281,98.5,1.778
Combat Support,Army National Guard,Male,1378,1454,1025,1243,268,1059,203,1144,864,1757,867,226,77.4,1.674
Combat Service Support,Army National Guard,Male,1450,1528,997,1321,281,1147,205,1179,908,1841,872,239,85.5,1.774
Combat Service Support,Army National Guard,Male,1409,1482,1250,1266,269,1105,190,1333,898,1770,1214,339,111.1,1.705
Combat Service Support,Army National Guard,Male,1432,1517,1075,1292,283,1134,195,1181,917,1793,968,242,82.9,1.749
Combat Service Support,Army National Guard,Male,1534,1598,1161,1354,283,1135,209,1260,922,1883,1051,283,96.6,1.821
Combat Support,Army National Guard,Male,1361,1448,1014,1228,255,1089,184,1140,885,1694,798,189,66.5,1.691
Combat Support,Army National Guard,Male,1378,1443,1087,1227,244,1015,178,1175,917,1691,980,254,86.8,1.686
Combat Service Support,Army National Guard,Male,1468,1563,1100,1351,279,1134,205,1236,937,1886,971,247,93.4,1.823
Combat Service Support,Army National Guard,Male,1466,1546,1297,1338,271,1151,196,1351,920,1832,1103,296,112.3,1.771
Combat Service Support,Army National Guard,Male,1445,1518,1117,1276,262,1090,194,1212,918,1729,998,249,95.4,1.75
Combat Arms,Army National Guard,Male,1372,1450,1017,1260,263,1049,183,1145,903,1711,883,211,77.6,1.687
Combat Service Support,Army National Guard,Male,1361,1412,1014,1238,249,1024,182,1144,880,1714,870,221,72.7,1.642
Combat Service Support,Army National Guard,Male,1423,1502,1132,1244,266,1114,182,1160,908,1704,1043,279,91.5,1.734
Combat Service Support,Army National Guard,Male,1456,1536,1173,1308,291,1177,210,1269,900,1826,1113,303,107.6,1.757
Combat Arms,Army National Guard,Male,1486,1563,1144,1301,289,1178,204,1243,899,1822,1050,291,102.7,1.784
