Engine Temperature (C),Oil Pressure (psi),Vibration Level (mm/s),Mileage Since Service (km),Brake Wear (%),Battery Voltage (V),Fuel Efficiency (km/L),Driving Condition,Vehicle Type,Service Plan,Maintenance Priority
103.6,27.5,8.05,21352,102.5,12.74,9.6,Off-road,SUV,Premium,Critical
84.4,33.2,7.33,20516,114.0,12.62,10.3,Mixed,SUV,Standard,Critical
91.7,27.5,5.87,16307,91.6,12.32,7.0,Mixed,Truck,Basic,Critical
97.4,34.9,6.13,23619,118.9,12.44,11.4,City,SUV,Premium,Critical
92.9,33.6,6.67,20870,104.1,12.1,7.3,City,Truck,Standard,Critical
94.5,39.4,4.53,17833,89.7,12.29,10.2,Highway,Van,Standard,Monitor
92.2,35.3,4.45,11290,67.2,12.07,7.3,Highway,Truck,Premium,Monitor
94.6,40.0,2.84,12088,56.5,12.37,11.5,Highway,Van,Basic,Routine
98.8,37.9,4.93,22525,128.1,12.64,16.2,City,Sedan,Standard,Urgent
94.1,26.9,7.85,23470,138.2,11.61,7.2,Off-road,Truck,Premium,Critical
105.3,39.8,3.68,15749,80.5,12.21,7.3,Highway,Truck,Basic,Monitor
87.4,29.2,8.19,20637,107.8,11.78,14.9,Off-road,Sedan,Standard,Critical
80.5,30.9,5.26,16950,96.5,12.15,7.4,City,Truck,Basic,Critical
95.4,31.2,6.33,23316,119.6,11.95,15.6,Off-road,Sedan,Basic,Critical
101.9,26.6,7.33,22676,112.5,11.95,5.9,Off-road,Truck,Standard,Critical
92.4,34.7,6.21,16090,84.2,12.51,8.5,Mixed,Truck,VIP,Urgent
101.8,32.3,5.54,21304,115.8,12.23,5.5,Mixed,Truck,Premium,Critical
91.5,31.5,4.99,14996,76.0,11.98,7.7,City,Truck,Basic,Critical
96.8,27.6,3.94,13724,71.7,12.21,14.7,City,Sedan,Standard,Monitor
92.2,35.0,6.34,17659,97.3,12.17,6.5,Mixed,Truck,Basic,Critical
95.4,32.4,8.11,22889,119.1,12.54,13.2,Off-road,Sedan,Standard,Critical
88.5,38.8,6.18,14901,75.6,12.45,14.3,City,Sedan,Premium,Monitor
85.6,39.6,4.43,8447,46.0,12.15,9.3,Highway,Van,Basic,Routine
104.5,26.4,7.26,19607,107.7,11.96,10.7,Off-road,SUV,Standard,Critical
86.4,38.1,2.83,8133,47.7,12.51,16.0,Highway,Sedan,Basic,Routine
98.2,31.1,4.75,24832,119.2,12.19,16.2,Mixed,Sedan,VIP,Urgent
90.4,36.5,2.98,11822,64.4,12.81,15.7,Highway,Sedan,Basic,Routine
98.1,33.4,8.11,23081,115.8,12.48,13.9,Off-road,Sedan,VIP,Critical
104.0,31.8,7.43,18191,98.6,12.55,15.4,Mixed,Sedan,VIP,Urgent
95.8,40.7,4.02,8987,46.9,12.84,9.6,Highway,Truck,VIP,Routine
79.2,34.4,6.41,20503,98.6,11.84,9.9,City,SUV,Basic,Critical
97.9,30.4,5.12,12921,78.8,11.96,15.1,City,Sedan,Premium,Monitor
90.1,42.4,4.38,12691,66.0,12.75,11.9,Highway,SUV,Basic,Routine
97.9,36.6,6.08,12477,72.1,12.75,15.1,Mixed,Sedan,Standard,Monitor
97.8,28.0,7.97,21141,110.2,12.24,15.2,Off-road,Sedan,Standard,Critical
93.3,29.9,7.68,13846,71.8,12.69,7.0,Mixed,Truck,Premium,Critical
101.6,42.0,5.55,17126,91.6,12.55,14.3,City,Sedan,Basic,Monitor
100.6,34.3,5.02,16882,97.7,12.31,13.6,Mixed,Sedan,Standard,Urgent
97.9,42.4,4.38,15692,77.1,12.51,11.5,City,SUV,VIP,Routine
108.9,37.8,6.47,16581,90.9,12.63,11.6,City,SUV,Standard,Urgent
93.2,36.3,2.99,10647,48.2,12.68,9.2,Highway,Van,Standard,Routine
88.2,37.8,2.79,9126,47.4,12.21,17.7,Highway,Sedan,Premium,Routine
86.3,36.1,4.67,14268,80.7,12.29,15.6,City,Sedan,Standard,Routine
97.1,35.5,7.71,24311,129.5,12.19,9.3,Off-road,SUV,Standard,Critical
84.8,45.8,4.05,8325,55.1,12.71,14.5,Highway,Sedan,Standard,Routine
92.9,24.2,5.94,16373,84.5,12.21,6.3,City,Truck,Standard,Critical
103.0,26.9,6.5,20411,108.2,11.71,13.4,Mixed,Sedan,Standard,Critical
98.8,38.6,6.7,18481,94.7,11.98,7.9,Mixed,Truck,Standard,Critical
92.8,42.5,5.12,21510,109.0,12.81,13.2,Mixed,Sedan,Standard,Urgent
98.8,30.7,5.56,16786,78.6,12.63,14.4,City,Sedan,Basic,Monitor
102.3,30.1,7.74,17632,91.5,12.45,10.0,Mixed,SUV,Premium,Critical
89.4,38.6,3.26,11254,62.1,12.25,10.0,Highway,Van,Standard,Routine
91.4,36.2,6.28,16238,86.5,12.65,8.9,City,Van,Basic,Urgent
94.6,30.3,5.44,18187,103.5,12.28,6.9,City,Truck,VIP,Critical
84.5,38.4,4.42,16977,70.6,12.59,10.9,City,SUV,Basic,Routine
94.5,31.9,5.95,19428,91.4,12.31,10.4,Mixed,Van,Standard,Critical
86.7,34.7,4.99,16961,86.9,12.66,11.2,Mixed,SUV,Premium,Monitor
78.0,39.0,3.62,13194,66.6,12.72,17.0,Highway,Sedan,Premium,Routine
99.1,37.7,7.02,21081,104.5,12.1,11.1,Mixed,SUV,VIP,Critical
103.0,31.9,7.06,27248,127.2,11.95,9.9,Off-road,SUV,Premium,Critical
101.8,28.7,6.37,23388,116.1,12.17,15.0,Off-road,Sedan,Standard,Critical
83.5,39.2,4.59,11615,62.0,12.77,11.9,Highway,SUV,Premium,Routine
102.6,35.6,6.69,15866,83.9,12.37,14.8,Mixed,Sedan,Standard,Urgent
93.5,39.8,6.17,12321,69.5,12.48,15.2,City,Sedan,Standard,Routine
95.5,36.6,6.42,53719,112.6,12.32,13.6,Off-road,Sedan,Basic,Critical
97.7,43.1,3.67,15207,84.7,12.26,10.1,City,Truck,Premium,Monitor
83.8,43.6,3.23,11893,60.8,12.57,15.3,Highway,Sedan,Standard,Routine
94.2,9.4,4.05,16713,87.6,12.41,11.3,City,SUV,Basic,Critical
100.2,31.7,6.44,19780,106.1,12.22,10.3,Mixed,SUV,Standard,Critical
87.6,27.0,6.66,16486,88.7,12.07,12.9,Mixed,Sedan,Standard,Critical
88.7,35.8,4.82,18584,88.2,12.41,7.8,Highway,Truck,Basic,Urgent
94.6,38.5,3.03,16242,79.4,12.42,15.8,Highway,Sedan,Basic,Routine
104.0,25.8,4.73,16984,90.6,12.06,10.7,Mixed,SUV,VIP,Critical
88.4,38.5,4.44,19828,102.3,12.1,12.4,City,SUV,Premium,Urgent
99.2,39.4,3.5,13128,54.0,12.37,15.5,Highway,Sedan,Basic,Routine
96.1,38.2,7.29,16615,79.5,12.2,14.6,Mixed,Sedan,Premium,Urgent
106.7,36.4,5.39,13851,84.5,12.09,11.5,Mixed,SUV,Premium,Urgent
99.7,29.7,5.45,18895,94.8,12.79,10.4,City,SUV,Basic,Critical
96.0,34.1,6.09,18270,102.3,11.92,10.7,Off-road,SUV,VIP,Critical
102.2,30.7,8.68,24170,122.8,12.08,8.6,Off-road,Van,Basic,Critical
89.1,37.3,4.69,10228,52.6,12.46,16.3,Highway,Sedan,Standard,Routine
90.3,32.5,4.7,17679,89.9,12.64,14.4,Highway,Sedan,Standard,Routine
99.2,30.0,5.79,14727,87.6,11.93,4.8,City,Truck,Standard,Critical
88.9,36.6,6.46,27192,133.7,11.92,14.1,Off-road,Sedan,Premium,Critical
100.1,36.7,5.12,10906,63.8,12.11,8.9,Highway,Truck,Premium,Monitor
83.0,30.9,6.51,16740,86.1,12.55,11.6,City,Van,Premium,Urgent
109.0,27.6,9.34,28540,143.1,12.43,5.6,Off-road,Truck,Basic,Critical
97.2,32.7,5.79,8203,57.4,12.37,7.3,City,Van,Premium,Monitor
93.7,36.9,3.23,11873,68.7,12.53,11.9,Highway,SUV,Basic,Routine
95.6,32.8,14.9,17397,95.4,12.61,12.0,City,SUV,Premium,Critical
100.3,36.5,6.65,23103,108.0,12.0,9.9,Mixed,SUV,Standard,Critical
104.1,36.1,5.58,18995,100.2,12.41,8.2,City,Truck,Standard,Critical
88.8,31.5,6.84,17293,84.9,12.28,8.0,City,Truck,Standard,Critical
83.0,34.7,6.15,19188,95.5,12.31,10.0,City,SUV,Basic,Urgent
102.0,44.3,4.36,16585,93.6,12.23,5.9,Highway,Truck,VIP,Monitor
93.1,35.3,6.24,18089,89.0,12.07,12.9,City,Sedan,Standard,Urgent
96.3,24.7,8.97,22515,126.7,11.59,6.3,Off-road,Truck,Standard,Critical
102.8,38.1,2.77,5858,43.3,12.28,16.8,Highway,Sedan,Standard,Routine
87.5,42.2,3.38,9490,66.8,12.5,10.2,Highway,SUV,Basic,Routine
96.4,30.2,6.5,11858,77.9,12.25,15.0,Mixed,Sedan,Standard,Monitor
99.9,38.0,14.61,23776,123.4,12.53,5.5,Off-road,Truck,Standard,Critical
81.5,38.6,3.24,11773,68.0,12.54,16.7,Highway,Sedan,Standard,Routine
93.8,28.1,6.65,17236,92.6,12.1,11.1,Mixed,SUV,Premium,Critical
89.3,34.5,5.79,16244,88.7,12.63,10.2,City,Van,Premium,Monitor
106.6,30.9,5.97,15437,78.8,12.45,7.1,City,Van,Basic,Critical
84.0,42.1,5.64,19023,100.3,12.37,13.7,Mixed,Sedan,Standard,Monitor
93.6,47.8,4.93,18740,92.5,12.24,15.0,City,Sedan,VIP,Routine
87.7,28.0,6.45,14986,85.8,12.25,11.5,City,SUV,VIP,Urgent
97.3,39.7,5.59,15249,89.5,12.25,15.1,City,Sedan,VIP,Monitor
89.9,34.7,5.52,21945,109.7,12.46,9.9,City,SUV,Standard,Critical
100.3,40.0,4.2,14273,77.5,12.4,14.7,City,Sedan,Premium,Routine
83.6,34.7,7.38,18358,92.7,12.11,8.5,Mixed,Truck,Premium,Critical
93.6,24.5,6.39,23710,117.3,11.89,7.3,Off-road,Van,Basic,Critical
94.5,29.9,6.03,17302,94.7,12.3,10.0,Mixed,SUV,Basic,Critical
91.5,38.1,1.79,9312,50.7,12.45,16.5,Highway,Sedan,VIP,Routine
94.0,28.0,4.99,20797,111.4,12.34,11.8,Mixed,SUV,Basic,Critical
131.8,38.5,5.15,10838,66.7,12.18,7.4,Highway,Truck,Standard,Urgent
87.2,33.4,6.05,14942,77.2,12.22,8.7,City,Van,Standard,Urgent
99.9,32.7,7.27,20780,106.7,12.45,9.7,Mixed,SUV,Standard,Critical
88.1,32.0,3.94,11496,59.0,12.38,10.1,Highway,Van,VIP,Routine
102.2,29.4,7.01,21371,112.8,11.92,8.2,Mixed,Van,Premium,Critical
99.8,35.5,2.23,7193,40.2,12.47,16.8,Highway,Sedan,Basic,Routine
98.3,37.2,5.32,17714,90.4,12.02,16.0,City,Sedan,Basic,Urgent
92.0,42.1,5.12,18079,85.9,12.32,9.5,City,SUV,Basic,Urgent
97.7,43.2,6.06,22207,118.1,12.17,12.3,City,Sedan,Basic,Critical
98.2,30.0,7.39,21315,115.3,11.88,9.5,Off-road,SUV,Standard,Critical
90.8,28.4,6.75,23214,138.6,12.0,14.2,Off-road,Sedan,Standard,Critical
93.3,33.4,7.52,18286,88.3,11.95,5.9,Mixed,Truck,Standard,Critical
99.9,26.0,8.24,23771,126.3,12.0,7.2,Off-road,Van,Basic,Critical
81.1,40.3,3.84,6576,41.5,12.38,15.6,Highway,Sedan,Standard,Routine
95.6,40.7,5.61,15827,88.7,12.17,15.3,Mixed,Sedan,Premium,Monitor
87.3,39.6,5.5,17500,89.1,12.6,14.4,City,Sedan,Premium,Monitor
107.5,33.4,8.17,21532,112.2,12.54,6.1,Off-road,Truck,Basic,Critical
86.1,39.5,6.15,16417,89.3,12.26,14.4,City,Sedan,Standard,Monitor
86.7,35.7,2.78,10701,62.6,12.15,15.5,Highway,Sedan,Standard,Routine
101.5,31.5,5.36,16174,87.6,12.01,6.1,Mixed,Truck,Standard,Critical
95.7,39.5,6.66,14738,72.6,12.35,14.2,City,Sedan,Standard,Monitor
90.2,26.2,5.25,16310,85.3,12.1,9.1,Mixed,Van,VIP,Urgent
103.3,31.1,6.7,23285,124.4,12.18,10.4,Off-road,SUV,Premium,Critical
101.5,43.0,6.64,17229,89.9,12.6,15.1,Mixed,Sedan,Standard,Monitor
88.6,35.5,5.19,17964,90.6,12.1,14.9,Mixed,Sedan,Standard,Monitor
86.8,37.3,4.32,14796,84.2,12.31,11.3,City,SUV,VIP,Routine
94.0,37.2,6.14,9076,51.5,12.38,7.8,Highway,Truck,Basic,Monitor
94.6,34.9,4.94,19145,96.7,12.21,10.6,City,Van,Standard,Urgent
103.6,42.6,6.27,10311,62.7,12.73,16.2,Mixed,Sedan,Premium,Routine
104.1,37.1,6.59,24114,121.1,12.24,9.6,Mixed,SUV,Basic,Critical
87.0,28.3,5.71,18462,85.6,12.42,4.9,City,Van,Standard,Critical
102.7,39.4,6.12,20076,96.2,11.99,9.9,City,Truck,Standard,Critical
97.2,39.8,8.07,22822,113.6,12.08,14.1,Off-road,Sedan,Basic,Critical
103.3,36.2,5.91,16415,82.1,12.19,6.2,City,Truck,Standard,Critical
96.5,36.2,5.24,15508,79.7,12.31,10.9,City,SUV,VIP,Monitor
105.0,29.7,6.14,10434,63.0,12.11,5.2,City,Truck,Basic,Critical
93.4,38.0,3.14,14409,139.5,12.39,12.2,Highway,SUV,Premium,Monitor
92.3,36.2,5.47,12501,75.0,12.25,15.1,City,Sedan,Standard,Monitor
93.8,36.8,3.83,5902,41.0,12.32,14.1,Highway,Sedan,Standard,Routine
95.5,31.7,6.03,21678,113.5,12.49,9.6,Mixed,SUV,Premium,Critical
93.5,41.6,4.5,15243,67.5,12.24,15.0,City,Sedan,Basic,Routine
101.9,37.4,5.44,14495,75.4,12.71,15.3,City,Sedan,Standard,Routine
100.9,29.5,6.57,26713,138.5,12.29,15.9,Off-road,Sedan,Premium,Critical
104.1,41.2,5.58,21723,125.0,11.51,13.3,Off-road,Sedan,Basic,Critical
105.9,26.3,7.35,24043,121.8,12.21,11.2,Off-road,SUV,Basic,Critical
94.8,33.8,7.17,67452,112.5,12.33,14.3,Off-road,Sedan,Standard,Critical
92.5,42.7,4.55,16152,88.0,12.22,14.6,City,Sedan,Basic,Monitor
94.8,24.9,8.29,18810,90.1,12.35,6.5,Mixed,Truck,Standard,Critical
92.9,29.7,7.16,21124,113.3,12.06,9.2,Off-road,Van,Premium,Critical
96.8,36.8,5.97,21464,107.2,12.22,14.3,City,Sedan,Standard,Urgent
90.4,44.7,4.81,12269,75.5,12.21,9.3,Mixed,SUV,Basic,Monitor
99.1,33.2,5.15,12984,71.3,12.19,15.7,Highway,Sedan,Premium,Routine
92.7,37.3,2.9,15295,77.0,12.06,9.4,Highway,Truck,Basic,Monitor
86.1,31.5,4.01,20226,116.3,12.11,4.9,City,Van,Basic,Critical
83.9,48.5,4.91,18585,87.7,12.22,15.6,City,Sedan,Standard,Routine
105.0,36.7,6.03,16460,80.6,12.44,7.7,City,Truck,Standard,Critical
94.7,45.0,3.36,11605,65.0,12.38,17.3,Highway,Sedan,Standard,Routine
89.2,28.1,7.22,20883,119.7,12.47,13.6,Off-road,Sedan,VIP,Critical
93.6,37.6,6.38,16544,89.5,12.11,14.1,Mixed,Sedan,Standard,Urgent
82.5,40.0,2.74,13386,74.6,12.35,16.0,Highway,Sedan,Standard,Routine
92.2,40.1,7.04,15891,99.6,12.47,14.8,Mixed,Sedan,Standard,Urgent
92.7,41.9,3.36,13066,69.7,12.7,12.9,Highway,SUV,Premium,Routine
99.2,33.9,4.08,14455,87.0,12.11,14.7,City,Sedan,Basic,Monitor
77.5,43.7,18.84,9810,54.2,12.43,16.1,Highway,Sedan,Standard,Urgent
95.1,33.4,5.54,20158,109.4,12.06,14.7,Mixed,Sedan,Premium,Urgent
86.6,33.2,5.03,13966,68.6,12.35,13.8,City,Sedan,Standard,Routine
91.5,39.3,6.73,14730,79.5,12.61,14.7,City,Sedan,Premium,Routine
104.8,31.1,7.74,26134,138.7,11.73,12.7,Off-road,Sedan,Standard,Critical
101.5,40.4,5.54,22208,107.1,12.25,14.8,Mixed,Sedan,Premium,Urgent
95.7,36.6,5.9,21443,112.1,12.67,15.3,Mixed,Sedan,Standard,Urgent
108.3,35.9,6.64,21324,103.9,12.23,10.2,Mixed,SUV,Standard,Critical
102.8,33.0,4.8,18947,98.2,12.26,15.7,City,Sedan,Basic,Urgent
92.5,37.6,5.19,17941,94.6,12.62,9.2,City,Truck,Standard,Urgent
99.7,22.0,8.87,28282,134.0,12.36,8.8,Off-road,Truck,Standard,Critical
91.9,30.9,8.18,21964,112.4,12.06,9.7,Mixed,SUV,Basic,Critical
89.2,37.9,4.86,17276,89.1,12.15,15.6,City,Sedan,Basic,Monitor
98.2,41.7,2.99,22330,116.7,12.1,13.5,City,Sedan,Basic,Urgent
96.0,39.2,15.75,8646,53.8,12.38,10.4,Highway,SUV,Standard,Critical
93.1,31.6,6.19,19446,101.5,12.2,7.7,Mixed,Truck,Standard,Critical
96.3,29.8,7.79,24190,119.3,12.27,9.0,Mixed,Truck,Premium,Critical
93.4,37.5,4.03,12757,63.1,12.08,15.8,Highway,Sedan,Basic,Routine
93.8,42.5,7.03,14654,90.9,11.94,7.7,City,Truck,Basic,Critical
73.4,32.3,3.74,5559,33.2,12.34,11.5,Highway,SUV,Premium,Routine
101.8,41.7,2.88,10660,57.6,12.61,10.4,Highway,Van,Basic,Routine
99.8,28.9,7.08,25593,133.0,12.46,6.1,Off-road,Truck,Standard,Critical
84.3,36.5,3.09,13334,63.6,12.24,15.5,Highway,Sedan,Basic,Routine
102.4,35.1,7.94,21394,119.2,12.29,14.1,Off-road,Sedan,Basic,Critical
94.9,43.0,5.02,15369,80.7,12.02,7.3,City,Truck,Basic,Urgent
88.1,42.1,7.56,16066,85.3,12.34,8.8,City,Van,Standard,Urgent
104.9,34.5,8.32,22200,111.0,11.88,8.1,Off-road,Truck,Basic,Critical
96.3,28.5,3.62,9488,62.6,12.43,9.1,City,Van,Standard,Monitor
99.3,27.5,7.64,21413,102.4,12.11,10.9,City,SUV,Premium,Critical
94.8,40.6,5.85,14670,72.6,12.36,14.5,Mixed,Sedan,Standard,Monitor
93.2,30.8,8.83,22185,109.4,11.92,7.1,Off-road,Truck,Basic,Critical
99.4,35.0,5.25,18355,100.0,12.49,13.2,Mixed,Sedan,Standard,Urgent
95.7,35.3,4.3,18398,101.2,11.99,15.7,City,Sedan,Standard,Urgent
101.0,33.3,7.82,21581,119.1,12.51,6.3,Off-road,Truck,Standard,Critical
93.7,41.1,5.1,6965,42.2,12.45,11.1,Highway,SUV,Standard,Routine
102.5,31.5,3.94,16372,90.5,12.39,9.2,City,Van,Standard,Urgent
95.5,38.0,6.4,44707,128.5,11.92,12.7,Off-road,Sedan,Basic,Critical
95.3,39.1,5.42,18461,105.4,12.22,9.5,Mixed,Van,Premium,Critical
100.0,35.8,6.14,14996,73.8,12.78,11.9,City,SUV,VIP,Monitor
140.6,30.2,4.82,13090,65.4,12.71,11.3,Highway,Van,Standard,Urgent
92.8,32.8,5.14,15659,73.5,12.49,14.5,Mixed,Sedan,Basic,Monitor
95.2,41.1,5.11,16703,91.1,12.43,15.5,City,Sedan,Premium,Monitor
103.3,25.5,6.56,22896,111.3,12.33,6.8,Off-road,Truck,Standard,Critical
100.7,35.4,6.72,19793,109.2,12.11,13.7,Mixed,Sedan,Basic,Critical
83.7,38.0,2.14,17497,86.6,12.29,15.7,Highway,Sedan,Basic,Routine
92.4,34.8,5.46,17397,91.3,12.54,9.6,Mixed,SUV,Standard,Urgent
98.8,36.3,6.67,21375,112.5,12.08,7.5,Mixed,Truck,Basic,Critical
81.4,48.2,3.36,4164,35.4,12.71,15.7,Highway,Sedan,Standard,Routine
97.4,34.1,7.22,16539,88.4,12.54,15.0,City,Sedan,VIP,Monitor
99.2,34.0,5.46,16786,81.7,12.19,15.1,City,Sedan,Premium,Monitor
104.7,36.2,6.36,23570,123.0,11.96,10.5,Mixed,SUV,Basic,Critical
98.0,33.4,5.49,14310,78.3,12.27,12.2,Highway,SUV,VIP,Monitor
82.0,41.0,5.99,11582,66.2,12.69,15.7,City,Sedan,Basic,Routine
90.1,35.8,6.53,19507,100.1,12.19,10.6,Mixed,SUV,VIP,Urgent
93.1,28.3,5.57,13682,65.9,12.47,9.7,City,SUV,Basic,Urgent
91.7,37.6,8.06,17091,89.0,12.42,7.3,City,Truck,Basic,Critical
79.6,34.9,2.4,14682,64.9,12.31,14.0,Highway,Sedan,Basic,Routine
86.5,37.3,4.3,9529,51.6,12.21,10.5,Highway,Van,Premium,Routine
96.5,28.9,7.12,24526,125.1,12.36,13.7,Off-road,Sedan,Standard,Critical
99.4,26.0,7.66,24160,114.2,11.98,5.4,Off-road,Truck,Standard,Critical
102.4,52.7,3.92,13775,70.1,12.47,11.1,Highway,SUV,Standard,Routine
106.5,37.1,5.25,17053,91.4,12.45,9.3,City,Van,Premium,Urgent
99.0,39.9,5.48,22165,101.3,12.43,9.7,Mixed,SUV,Standard,Critical
96.5,27.4,5.92,17034,84.5,12.08,14.9,Mixed,Sedan,Standard,Urgent
96.3,31.4,5.73,20269,96.6,12.24,6.0,Mixed,Truck,Standard,Critical
100.1,31.5,5.61,13449,71.2,12.52,14.2,City,Sedan,Basic,Monitor
95.2,30.7,7.55,17015,98.3,12.22,15.1,Off-road,Sedan,Standard,Critical
97.8,38.3,3.91,17125,92.3,12.44,11.0,Highway,Van,VIP,Monitor
97.3,29.0,6.09,19347,95.9,11.95,13.5,Off-road,Sedan,Standard,Critical
92.5,24.3,5.31,15458,79.5,12.5,15.1,Mixed,Sedan,Premium,Monitor
87.6,35.9,2.54,11289,63.6,11.87,15.2,Highway,Sedan,Standard,Routine
100.7,34.8,5.26,18004,94.0,12.26,13.4,Mixed,Sedan,Standard,Urgent
104.1,21.8,6.39,17517,102.8,12.24,15.7,Off-road,Sedan,Standard,Critical
108.1,32.3,7.73,19255,105.6,12.71,9.2,Off-road,SUV,Standard,Critical
89.9,34.3,8.18,19168,122.2,12.48,8.6,Off-road,SUV,Basic,Critical
84.8,35.0,6.58,16642,82.9,12.5,10.6,Mixed,Van,Standard,Urgent
91.6,42.3,6.21,11254,69.8,12.32,8.9,City,Van,Basic,Monitor
86.0,34.2,2.87,13907,65.4,12.53,16.3,Highway,Sedan,Premium,Routine
92.3,34.2,7.42,21293,103.7,11.98,13.5,Off-road,Sedan,Standard,Critical
87.0,38.5,3.44,16161,84.9,12.05,14.9,City,Sedan,Basic,Monitor
96.6,45.0,4.48,15126,78.6,11.92,11.2,City,SUV,Standard,Monitor
97.2,38.4,7.47,20669,112.7,12.29,9.4,Mixed,SUV,Basic,Critical
97.2,31.4,5.64,16402,83.3,12.33,10.1,Mixed,SUV,Standard,Urgent
99.2,36.5,5.05,16707,83.0,12.27,7.7,City,Truck,Standard,Urgent
93.1,25.4,5.01,21114,113.6,11.95,12.1,Mixed,Sedan,Basic,Critical
95.3,33.7,5.12,20875,111.8,12.12,14.2,Mixed,Sedan,Standard,Urgent
97.6,39.7,4.39,13419,65.9,12.56,7.3,Highway,Truck,Basic,Routine
85.0,44.9,5.17,10637,58.9,12.28,10.2,Highway,SUV,Premium,Routine
84.3,32.3,4.61,16929,92.3,12.16,11.8,City,SUV,Premium,Monitor
92.4,43.1,4.28,12886,76.0,12.27,15.6,City,Sedan,Standard,Routine
88.5,31.3,7.59,23619,119.3,12.15,7.8,Mixed,Truck,Standard,Critical
90.8,32.4,5.98,16105,82.2,12.37,6.3,City,Truck,Standard,Urgent
112.1,37.7,4.02,19270,94.7,12.07,14.9,City,Sedan,Standard,Urgent
104.0,39.2,5.4,16197,81.2,12.75,15.7,City,Sedan,Premium,Routine
93.6,37.4,3.34,19885,113.5,12.19,14.8,City,Sedan,Standard,Monitor
92.1,36.7,7.33,21152,103.9,12.31,8.0,Off-road,Van,Premium,Critical
82.6,39.3,4.67,17214,95.5,12.0,14.0,City,Sedan,Standard,Monitor
79.7,34.8,5.59,12607,63.1,12.41,12.4,Highway,SUV,Standard,Routine
82.4,40.1,5.15,15738,75.5,12.31,10.4,Highway,Van,Basic,Routine
102.8,38.0,6.92,25841,132.4,11.98,12.7,Off-road,Sedan,Standard,Critical
104.3,32.4,5.27,16854,81.5,12.35,7.7,Mixed,Truck,Standard,Critical
96.4,40.6,6.64,16820,77.6,12.22,8.2,City,Truck,VIP,Urgent
95.8,40.5,18.76,19182,101.7,11.86,10.3,City,SUV,Standard,Critical
95.8,32.7,7.29,20933,112.4,12.0,15.5,Off-road,Sedan,Premium,Critical
95.3,36.3,4.86,15846,86.6,12.17,9.6,Highway,Truck,VIP,Monitor
88.9,36.5,4.68,21192,99.9,12.19,7.6,City,Truck,Standard,Critical
102.2,37.1,6.75,17347,77.9,12.1,7.6,City,Truck,Basic,Critical
93.8,21.8,7.58,23555,120.1,12.62,11.8,Mixed,SUV,VIP,Critical
92.7,43.2,3.84,8630,58.1,12.58,13.5,City,Sedan,Premium,Routine
90.3,38.5,5.0,18249,99.5,12.07,14.2,City,Sedan,Standard,Monitor
87.7,44.8,3.13,13445,67.7,12.44,15.9,Highway,Sedan,Basic,Routine
88.1,38.3,4.6,4596,29.1,11.81,10.1,Highway,Van,Standard,Routine
95.3,31.4,6.23,18975,96.6,12.1,13.8,Off-road,Sedan,Standard,Critical
95.3,36.9,5.74,16024,116.8,12.4,14.4,Mixed,Sedan,Premium,Urgent
87.8,26.8,5.33,11434,69.9,12.76,9.3,City,SUV,VIP,Monitor
88.5,40.2,3.87,12330,72.9,12.51,15.7,Highway,Sedan,Standard,Routine
99.3,28.0,7.72,20341,110.8,12.24,14.6,Off-road,Sedan,Basic,Critical
98.3,21.7,7.46,21327,107.7,12.39,6.6,Off-road,Truck,Premium,Critical
106.4,33.1,5.71,24751,120.5,12.05,7.6,City,Truck,Basic,Critical
91.2,31.4,5.33,12607,68.8,12.35,6.4,City,Truck,Basic,Urgent
105.6,40.8,5.7,15012,79.2,12.24,11.1,City,SUV,Standard,Urgent
99.0,30.4,8.49,22510,115.2,11.85,14.0,Off-road,Sedan,Standard,Critical
108.0,30.1,6.87,23691,124.0,12.3,11.2,Off-road,SUV,Standard,Critical
97.6,32.4,6.78,21920,108.0,12.57,8.8,Mixed,Van,Basic,Critical
92.9,32.9,7.25,17875,84.5,12.28,8.8,City,Truck,Standard,Critical
91.4,41.6,2.84,9811,53.9,12.74,15.3,Highway,Sedan,Premium,Routine
102.0,33.3,4.14,21435,139.8,12.27,13.7,Mixed,Sedan,Premium,Critical
97.0,28.3,7.55,18874,103.5,12.3,14.7,Off-road,Sedan,Premium,Critical
93.1,28.9,8.52,24214,119.3,12.05,12.9,Off-road,Sedan,Standard,Critical
97.1,39.0,4.27,13768,65.8,12.37,15.0,City,Sedan,Standard,Routine
93.3,35.8,5.81,21567,104.3,12.4,11.2,City,SUV,Basic,Urgent
87.8,35.0,7.21,20008,98.5,12.13,6.3,Mixed,Truck,Standard,Critical
84.8,36.9,5.22,17013,89.7,12.41,15.5,Mixed,Sedan,Standard,Monitor
82.2,37.7,3.19,6443,30.1,12.66,8.9,Highway,Truck,VIP,Routine
100.4,36.3,8.64,15274,80.8,11.83,9.1,City,SUV,Standard,Critical
97.0,35.8,3.85,11506,66.2,12.38,11.1,Mixed,SUV,Standard,Routine
98.2,32.9,8.36,19411,102.3,12.04,9.2,Off-road,SUV,Standard,Critical
94.8,31.9,5.07,14807,71.1,12.03,16.2,City,Sedan,Premium,Monitor
96.7,13.6,5.12,19058,101.2,12.56,13.2,Mixed,Sedan,Basic,Critical
91.8,35.5,5.97,17641,87.6,12.32,6.9,City,Truck,Basic,Critical
102.7,31.4,5.6,18632,99.4,11.6,8.5,City,Truck,Standard,Critical
